fileName,trnscrpt
Lab41-SRI-VOiCES-rm2-babb-sp5126-ch036956-sg0017-mc03-stu-mid-dg090, toby thought of the six pea nuts which he had bought with the penny uncle daniel had given him and amid all his homesickness he could not help wondering if uncle daniel ever made himself sick with only six pea nuts when he was a boy
Lab41-SRI-VOiCES-rm2-tele-sp3446-ch144021-sg0018-mc01-stu-clo-dg090, mate down with fever ngora ngora sunday march fifteenth nineteen o eight at daybreak found that the boy bagua had died during the night on dysentery he was about fourteen days sick at sunset
Lab41-SRI-VOiCES-rm2-babb-sp0492-ch131899-sg0001-mc07-stu-beh-dg090, blew a gale and retarded the steamer the rangoon rolled heavily and the passengers became impatient of the long monstrous waves which the wind raised before their path
Lab41-SRI-VOiCES-rm2-none-sp6848-ch252322-sg0006-mc05-stu-far-dg090, turning as he went to look back towards the bed and evidently going with reluctance is it fever asked the sick man in a faint but unfaltering accent it's a kind of cerebral congestion a matter of them membranes that's over the brain
Lab41-SRI-VOiCES-rm2-none-sp8635-ch295756-sg0019-mc01-stu-clo-dg090, the red men cleared a large space and built a fire in the midst of it round which they all sat one of the men then made a grand speech in which he told them how they were to dance when he had done the one who could dance the best sprang up
Lab41-SRI-VOiCES-rm1-musi-sp5157-ch047239-sg0031-mc07-stu-beh-dg090, that she could utter nothing but tears of joy and tenderness i went to davison yesterday morning and found him still in bed having had a severe fit of the gout and with your letter which he had just received and he cried like a child
Lab41-SRI-VOiCES-rm2-tele-sp5154-ch026559-sg0003-mc03-stu-mid-dg090, the monkey was playing his guitar
Lab41-SRI-VOiCES-rm2-none-sp7278-ch104730-sg0039-mc03-stu-mid-dg090, i said that in another part of the capitol it had been threatened that if a northern abolitionist should go to north carolina and utter a principle of the declaration of independence' here a loud cry of order order burst forth in which the speaker yelled the loudest
Lab41-SRI-VOiCES-rm2-none-sp8118-ch114469-sg0018-mc05-stu-far-dg090, then the wind shifted and drove the sheets of rain sprinkled with hail directly in his face he was compelled to stop a while and take refuge behind a big oak while he shivered in the shelter of the tree the only things that he thought of spontaneously were dry clothes hot food a fire and a warm bed
Lab41-SRI-VOiCES-rm1-musi-sp0472-ch129994-sg0004-mc03-stu-mid-dg090, no pride no hauteur and your sister just the same all sweetness and affability elinor wished to talk of something else but lucy still pressed her to own that she had reason for her happiness and elinor was obliged to go on
Lab41-SRI-VOiCES-rm1-tele-sp4441-ch076263-sg0017-mc05-stu-far-dg090, quite true i'm going to lecture there on sunday next on sweden a good subject plenty to say if i should fall asleep on your sofa don't waken me i'm dead beat all right old chap go to sleep a few moments later olle was fast asleep and snoring loudly
Lab41-SRI-VOiCES-rm2-babb-sp6965-ch291718-sg0029-mc05-stu-far-dg090, do you suppose it would do any good to shave the cat all over at this i could not resist the impulse to scream and your mother said i do believe the creature knows whenever we speak about her
Lab41-SRI-VOiCES-rm1-none-sp7540-ch101799-sg0005-mc03-stu-mid-dg090, poor soul for i was her only child and being a saint leger took naturally to the sea as a profession that i should do so was indeed so completely a foregone conclusion that i was especially educated for it at greenwich upon leaving which
Lab41-SRI-VOiCES-rm1-none-sp3989-ch182394-sg0019-mc01-stu-clo-dg090, way back into the past chug a rum he began a long long time ago when the world was young there was very little dry land and most of the animals lived in the water yes sir most of the animals lived in the water
Lab41-SRI-VOiCES-rm1-tele-sp7867-ch110742-sg0034-mc01-stu-clo-dg090, he went a long voyage he is my kinsman if i could see him he could give me some account of missus rugg sir said missus croft i never heard of john foy where did he live just above here in orange tree lane there is no such place in this neighbourhood
Lab41-SRI-VOiCES-rm2-none-sp2294-ch161714-sg0019-mc03-stu-mid-dg090, this latter was careening over as a dusky group of men lifted aboard to a heap of tumbled silks and stuffs in the stern such a sweet piece of insensible merchandise as no man i at least of all could mistake it was heru herself and the rogues were ladling her on board like so much sandal wood or cotton sheeting
Lab41-SRI-VOiCES-rm2-tele-sp3972-ch005791-sg0005-mc01-stu-clo-dg090, which would make me revere its possessor were he the lowliest man in your legions allow me noblest of scots to plead one word in vindication of him to whom my allegiance is pledged had he come hither conducted by war alone what would edward have been worse than any other conqueror
Lab41-SRI-VOiCES-rm2-babb-sp0254-ch012312-sg0009-mc03-stu-mid-dg090, and now consider i do you exhort in such commotions so continual what rest can take the globe terrestrial most happy then are they that can it hold and use it carefully as precious gold
Lab41-SRI-VOiCES-rm2-tele-sp5583-ch041919-sg0003-mc03-stu-mid-dg090, we will no more plague ourselves by carrying water every day i will bring the entire spring home at once and so we shall be freed from this burden but the draken called out on no account herr lazarus else we shall all die of thirst
Lab41-SRI-VOiCES-rm1-none-sp0949-ch134660-sg0010-mc03-stu-mid-dg090, that the influence of the place and the belief of a perpetual miracle should have produced some salutary effects on the morals as well as on the faith of the people yet the most respectable of the ecclesiastical writers have been obliged to confess
Lab41-SRI-VOiCES-rm1-none-sp3994-ch156757-sg0009-mc01-stu-clo-dg090, declaring that she hated castle and would not be sorry if something should happen to spoil his fine nose so when he came to us from the sick room soured and crestfallen because disease had deeply pitted and seamed that feature which had formerly been his pride she laughingly whispered
Lab41-SRI-VOiCES-rm2-musi-sp8222-ch274380-sg0026-mc01-stu-clo-dg090, but though he had usually professed himself apprehensive of a violent death he found all his fears to be dissipated before that superior courage by which he was animated no one said he can be more willing to send me out of life than i am desirous to go
Lab41-SRI-VOiCES-rm1-none-sp4160-ch011550-sg0037-mc05-stu-far-dg090, she hoped it might never reach him at all and yet in spite of this she experienced an almost passionately keen sense of disappointment when on the day before their departure lady throckmorton received a letter from him regretting his inability to comply with her request
Lab41-SRI-VOiCES-rm1-babb-sp2149-ch007239-sg0026-mc01-stu-clo-dg090, there is laid up for me the crown of righteousness which the lord the righteous judge will give me in that day and not to me only
Lab41-SRI-VOiCES-rm2-none-sp4438-ch052195-sg0014-mc03-stu-mid-dg090, and whether it had filtered down from above and was all right it wouldn't do any harm to try it he decided by the time they had reached the sidewalk and he swung behind ruth and took up his station on the outside then the other problem presented itself
Lab41-SRI-VOiCES-rm2-none-sp0296-ch142727-sg0031-mc07-stu-beh-dg090, these derangements are the basis of emotion its physical basis and to be moved is to perceive them take away from the consciousness this physical reflex and emotion ceases it is no longer anything but an idea
Lab41-SRI-VOiCES-rm1-babb-sp1963-ch147036-sg0017-mc05-stu-far-dg090, she got up to her feet unsteadily and swayed toward him in a second he was by her side his arms about her she made no resistance but rather he felt a yielding towards him which he had missed before her pale face was upturned to his and he stooped and kissed her
Lab41-SRI-VOiCES-rm1-tele-sp0242-ch122625-sg0009-mc05-stu-far-dg090, as the very master of that working corps who would restore to rectitude the warped system of things because i think no commentator on his writings has yet found the comparison that suits him the terms which rightly characterise his talent
Lab41-SRI-VOiCES-rm2-musi-sp0288-ch130994-sg0008-mc03-stu-mid-dg090, if we are unwilling to impair the force of this applauded provision we shall be obliged to conclude that the united states afford the extraordinary spectacle of a government destitute even of the shadow of constitutional power to enforce the execution of its own laws
Lab41-SRI-VOiCES-rm1-musi-sp1536-ch138488-sg0027-mc07-stu-beh-dg090, mary being not merely queen consort but also queen regnant was inaugurated in all things like a king was girt with the sword lifted up into the throne and presented with the bible the spurs and the orb of the temporal grandees of the realm and of their wives and daughters
Lab41-SRI-VOiCES-rm2-musi-sp7976-ch110523-sg0000-mc03-stu-mid-dg090, he had little enough to break or bite and once when there was a great famine in the land he could hardly procure even his daily bread and as he lay thinking in his bed one night he sighed and said to his wife what will become of us
Lab41-SRI-VOiCES-rm2-musi-sp5401-ch102526-sg0028-mc03-stu-mid-dg090, at last a man of ability worked himself up to the surface this was alexius comnenus nephew of the emperor isaac comnenus whose short reign we related in the opening paragraph of this chapter
Lab41-SRI-VOiCES-rm1-tele-sp0882-ch123268-sg0033-mc01-stu-clo-dg090, this dense veil hung across the sun threw a deep shadow over the mountain if that huge revolving pillar sloped down it would involve us in its whirling eddies this phenomenon which is not unfrequent when the wind blows from the glaciers is called in icelandic mistour
